dphi_dEdCth(1/GeV/s/cm2),Energy (GeV),cosTh,m(GeV),eps2
7.118384538946084e-31,1715396.9619105805,0.2,0.02,5e-09
2.1077012064587674e-31,2449199.8891853336,0.2,0.02,5e-09
6.185978405998341e-32,3496904.932432852,0.2,0.02,5e-09
1.8402481251612524e-32,4992791.384839018,0.2,0.02,5e-09
5.7444091219593483e-33,7128579.785318896,0.2,0.02,5e-09
1.820610487565157e-33,10178003.813651342,0.2,0.02,5e-09
5.85496516372859e-34,14531893.413614519,0.2,0.02,5e-09
1.9539441990969284e-34,20748265.57850291,0.2,0.02,5e-09
5.089948933392234e-13,0.54785,0.4,0.02,5e-09
2.8382565441726794e-13,0.7822062117888534,0.4,0.02,5e-09
1.59374495562023e-13,1.1168140143489433,0.4,0.02,5e-09
8.288819037026969e-14,1.59455847300646,0.4,0.02,5e-09
3.8421584982214425e-14,2.2766697867047583,0.4,0.02,5e-09
1.566468977103045e-14,3.2505708667563495,0.4,0.02,5e-09
5.949891072108065e-15,4.641081908983652,0.4,0.02,5e-09
2.2816197073351697e-15,6.62641799512254,0.4,0.02,5e-09
8.817282016108424e-16,9.461030058764791,0.4,0.02,5e-09
3.3424273688374954e-16,13.508216632083379,0.4,0.02,5e-09
1.2415876044100587e-16,19.286686063347865,0.4,0.02,5e-09
4.551600771888392e-17,27.53703685967364,0.4,0.02,5e-09
1.6760837695624874e-17,39.316676619321605,0.4,0.02,5e-09
6.2660164765220805e-18,56.135344854480145,0.4,0.02,5e-09
2.3946987352828864e-18,80.14860900991847,0.4,0.02,5e-09
9.218987411294224e-19,114.43413312730532,0.4,0.02,5e-09
3.6105563864815854e-19,163.38612717504964,0.4,0.02,5e-09
1.4218082188727871e-19,233.27853170840072,0.4,0.02,5e-09
5.556368666474302e-20,333.0691185165537,0.4,0.02,5e-09
2.148965213077558e-20,475.54756495151315,0.4,0.02,5e-09
8.373501983474206e-21,678.9746450782816,0.4,0.02,5e-09
